Sample ID	Gene Name	Entrez ID	Start Position	End Position
P10556028A0292	cop	114769	3	6
P10556028A0292	Prep	5550	124	128
P10556028A0292	BD-2	1673	183	187
P10556046A0328	ALK2	399083	42	46
P10556063A0092	Trk	4914	54	57
P10556089A0901	etr-1	173401	22	27
P10556089A0901	CUG-bp	10658	238	244
P10557072A0127	ULK1	8408	80	84
P10557072A0418	UNC-51	8408	8	14
P10557072A1218	ULK2	9706	26	30
P10557308A0000	KSR	8844	21	24
P10557308A0000	CNK	10256	26	29
P10559320A0080	nsP1	10045	86	90
P10559324A0716	p53	301300	112	115
P10559364A0846	single-stranded DNA binding protein	6117	177	212
P10559364A0846	SSB	6117	214	217
P10561460A0615	GPI	2821	155	158
P10561460A0615	GPI	2821	3	6
P10561546A0000	NF-kappaB p65	5970	159	172
P10562418A0238	Insulin	3630	-1	6
P10563789A1951	CG beta	1082	42	49
P10563836A1234	AP-2	7020	113	117
P10563836A1234	AP-2	7020	12	16
P10564280A0140	YT521-B	91746	60	67
P10564280A0140	scaffold attachment factor B	6294	140	168
P10564280A0140	Sam68	10657	226	231
P10564280A0140	Src	6714	185	188
P10564495A0444	NCA	4680	226	229
P10564495A0444	CD66d	1084	215	220
P10564495A0444	CD66c	4680	231	236
P10564495A0444	CGM1	1084	208	212
P10564495A0444	CEA	1084	136	139
P10564495A0444	CD66e	1048	141	146
P10564593A1618	MXR	9429	3	6
P10564593A1618	MXR	9429	181	184
P10566630A0371	IGF-I	3479	35	40
P10566630A0371	insulin-like growth factor I	3479	5	33
P10567430A0785	GRK5	281801	211	215
P10567430A0785	Galpha(s)	280800	144	153
P10567430A0785	GRK2	282682	104	108
P10567430A0785	GRK6	521413	219	223
P10567524T0000	elm1	853818	3	7
P10567538A1028	p300	2033	46	50
P10567581A0119	Trident	2305	86	93
P10567582A1334	CtBP1	13016	13	18
P10567582A1334	CtBP2	13017	58	63
P10568744A0728	alpha2	170589	112	118
P10568744A0728	Mcm1	6722	119	123
P10570262A0000	TCR	6962	29	32
P10571047A1009	7SL	6029	7	10
P10571474A0571	CA3	761	38	41
P10572087A0326	FANCC	2176	74	79
P10572087A0326	Fanconi anemia group C protein	2176	42	72
P10574913A1108	ERK	5594	250	253
P10574913A1108	Src	6714	104	107
P10574913A1108	ERK	5594	196	199
P10574929A0583	P-CIP2	127933	46	52
P10574982A1075	USF-1 and -2	7391;7392	70	82
P10574982A1075	upstream stimulatory factor-1 and -2	7391;7392	32	68
P10574992A0901	p300	2033	31	35
P10574992A0901	CBP	1387	36	39
P10574992A0901	PARP	142	190	194
P10574992A0901	PARP	142	66	70
P10575231A0355	Cdc6	990	54	58
P10579331A1225	SR-BI	25073	66	71
P10579722T0000	myosin-binding subunit	4659	18	40
P10584704A0913	S-100	6271	45	50
P10585417A1412	PRLr	5618	125	129
P10585417A1412	PRLr	5618	98	102
P10585440A0204	DFak56	37233	57	63
P10585440A0204	FAK	37233	42	45
P10585440A0204	56D	37266	84	87
P10585453A1029	Pit-1	5449	173	178
P10585453A1029	Pit-1	5449	11	16
P10585453A1029	hGH-N	2688	30	35
P10585463A0859	prenylcysteine lyase	51449	11	31
P10585480A0157	Sos	64132	47	50
P10585480A0157	Rac	207	101	104
P10585480A0265	vinexin	10174	53	60
P10586115A0477	IL-1beta	3553	84	92
P10586115A0477	TNF-alpha	7124	94	103
P10586115A0477	IL-1alpha	3552	73	82
P10586115A0477	IL-6	3569	108	112
P10586115A0477	IL-6	3569	119	123
P10587460A0302	VDR	7421	51	54
P10587460A0302	hVDR	7421	56	60
P10587460A0302	hVDR	7421	98	102
P10588946A0432	ORP-1 to ORP-6	114876;9885;26031;23762;114879;114880	70	84
P10591633A0138	SNARE	100170220	123	128
P10591990A0178	SANS	124590	97	101
P10593939A0747	SR45	838230	133	137
P10593939A0747	SRZ21	838997	178	183
P10593939A0747	SRZ22	829285	188	193
P10593939A0747	SR33	841976	89	93
P10593950A1113	WT1	7490	11	14
P10593950A1113	U2AF65	11338	63	69
P10593950A1113	hnRNP A1	3178	124	132
P10594239A0614	Ipl	7262	135	138
P10594239A0614	Tih1	23612	140	144
P10594239A0614	Tih1	27280	-1	3
P10594239T0000	TDAG51	22822	69	75
P10594239T0000	Tssc3	7262	62	67
P10594239T0000	Tih1	23612	81	85
P10594239T0000	Ipl	7262	58	61
P10597222A1371	p21	644914	105	108
P10597222A1371	p27	10671	26	29
P10597223A0339	Sp1	6667	208	211
P10597223A0339	p21	644914	74	77
P10597223A0339	p21	644914	110	113
P10597232A0000	RET	5979	62	65
P10597232A0000	ELE1	8031	53	57
P10597232A0000	PTC3	8031	7	11
P10597232A0000	RET	5979	3	6
P10597317A1156	JNK	5599	211	214
P10599727A1567	GH	8836	9	11
P10600171A1066	COUP-TF	7025	93	100
P10600171A1432	USF1	7391	92	96
P10601280A0674	ST3	6762	69	72
P10601344A1653	RhoA	11848	180	184
P10601344A1653	Cdc42	12540	206	211
P10601344A1653	IL2R	16184	118	122
P10601344A1653	Rac1	19353	189	193
P10602419A1253	Jem-1	8548	39	44
P10602502A0422	Tob	10140	8	11
P10602502A0422	Tob2	10766	21	25
P10602507A0652	p53	7157	217	220
P10602507A0652	CSF-1	1435	158	163
P10602507A0652	p53	7157	131	134
P10602507A0652	p21	1026	177	180
P10602507A0652	cdk4	1019	125	129
P10602507A0652	cyclin D1	595	115	124
P10602507A0652	p21	1026	40	43
P10602507A0652	cyclin D1	595	26	35
P10602516A0182	nuclear associated protein	56259	58	84
P10602516A0182	SLK	9748	12	15
P10603349A1667	Wnt1	7471	24	28
P10603349A1667	Sonic hedgehog	6469	33	47
P10603349A1667	Myf5	4617	172	176
P10603349A1667	Myf5	4617	81	85
P10604945A0731	Sp1	6667	55	58
P10606245A0906	CDP/cut	116639	17	24
P10606664A0000	Snail	34908	-1	4
P10607566A0880	RAR	5914	84	87
P10607566A0880	retinoid X receptor	6256	138	157
P10607566A0880	TCF	3172	187	190
P10607566A0880	beta-catenin	1499	195	207
P10607566A0880	beta-catenin	1499	29	41
P10607566A0880	RXR	6256	159	162
P10607566A0880	RAR	5914	169	172
P10607566A0880	RA receptor	5914	71	82
P10607899A0605	CREB	1385	108	112
P10607899A0605	Sp1	6667	103	106
P10608893A0727	Hp55	11232	26	30
P10611225A1127	eIF4GI	1981	75	81
P10611225A1127	eIF4A	1974	139	144
P10611225A1127	eIF4A	1974	43	48
P10611228A1388	DAP5	1982	3	7
P10611228A1388	DAP5	1982	48	52
P10611228A1388	p97	4241	53	56
P10611242A0541	TBP	6908	53	56
P10611242A0541	Spt3	8464	115	119
P10611320A0816	CAK1	850515	82	86
P10611353A0458	RNR	10002	91	94
P10612044A1180	AP-4	7023	48	52
P10612044A1180	rpL8	6132	161	165
P10612044A1180	rpL34	6164	147	152
P10612773A1210	S-100beta	6285	28	37
P10617126A1005	CA1	310218	191	194
P10617126A1005	CA1	310218	122	125
P10617126A1005	CA3	54232	199	202
P10618645A0750	CalC	10367	73	77
P10618645A0750	AP-1	3726	20	24
P10619353T0000	estrogen receptor	396099	7	24
P10623758A0947	beta-galactosidase	2720	87	105
P10623804A0808	SHIP	3635	97	101
P10623804A0808	SHP-1	8431	103	108
P10624787A0432	hip	64399	241	244
P10625494A1059	MDR1	5243	71	75
P10627532A0739	p38	1432	102	105
P10627532A0739	ATF2	1386	198	202
P10627532A0739	JNK	5599	110	113
P10628748A0344	SF-1	7536	125	129
P10628750A0298	TNFalpha	7124	79	87
P10628750A0298	tumor necrosis factor-alpha	7124	50	77
P10628750T0000	angiotensinogen	183	71	86
P10628750T0000	NF-kappaB	4790	154	163
P10628750T0000	Angiotensin II	183	-1	13
P10628755A0000	GHS-R	2693	154	159
P10628755A0000	GH-secretagogue receptor	2693	128	152
P10628755A0000	GH	8836	84	86
P10628971A1165	RIC1	57589	102	106
P10629176A0887	FBP1	851092	87	91
P10630471T0000	ASIC	41	2	6
P10630630A0614	CFI	3426	89	92
P10633075A1111	GalT	2592	19	23
P10633075A1111	Fab	2187	24	27
P10634007A0202	NAC	6622	93	96
P10637230A0332	c-myc	4609	21	26
P10637230A0332	Stat1	6772	75	80
P10639585A0157	MPO	4353	10	13
P10640683A0670	NeuroD2	54276	345	352
P10640683A0670	PKN	29355	254	257
P10640683A0670	NeuroD2	54276	78	85
P10640701T0000	Pax2/5/8	5076;5079;7849	3	11
P10640701T0000	Engrailed2	2020	29	39
P10642524A0156	mSTI1	20867	30	35
P10642524A0156	hsp70	3308	41	46
P10642524A0156	hsp90	3320	51	56
P10644760A0956	Arix	401	33	37
P10646863A0838	ICBP90	54887	17	23
P10646863A0838	topoisomerase IIalpha	7153	96	117
P10648020A0151	tissue plasminogen activator	5327	65	93
P10648020A0151	plasminogen activator inhibitor 1	5054	131	164
P10648020A0151	Von Willebrand factor	7450	8	29
P10648020A0151	fibrinogen	2244	185	195
P10648020A0151	vWF	7450	31	34
P10648020A0151	PAI-1	5054	166	171
P10648619A0000	TATA-binding protein	692612	49	69
P10648619A0000	TBP	692612	71	74
P10650939A0789	AP-1	2353	71	75
P10650939A0789	Fos	2353	43	46
P10650939A1542	PR-B	5925	62	66
P10650939A1542	PR-A	6277	71	75
P10650939A1542	progesterone receptor	5241	39	60
P10650939A1542	PGDH	3248	117	121
P10650958A1315	c-myb	4602	65	70
P10650958A1315	c-myb	4602	141	146
P10652228A0759	Dbl	4168	120	123
P10652362A0933	CFTR	1080	200	204
P10652362A0933	CFTR	1080	58	62
P10652362A0933	AP-2	7020	162	166
P10652800A0984	insulin	3630	3	10
P10652800A0984	insulin	3630	170	177
P10653359A1297	Scmh1	29871	-1	4
P10653693A0429	RBCC	51127	82	86
P10653693A0429	KAP-1	10155	76	81
P10653693A0903	RBCC	51127	89	93
P10653693A0903	KAP-1	10155	83	88
P10655230A0685	HisRS	70791	61	66
P10655230A0685	GCN2	27103	39	43
P10656802A1724	a beta	351	67	73
P10656802A1724	cathepsin X	1522	29	40
P10657238A0541	mStaf	20841	87	92
P10657658A0165	I kappa B alpha	4792	73	88
P10657658A0165	ICAM-1	3383	167	173
P10657658A0165	NF-kappa B	4790	198	208
P10657899A0685	AP-1	3726	144	148
P10657899A0685	AP-1	16476	112	116
P10660304A0522	STAT3	6774	170	175
P10660304A0522	STAT3	6774	76	81
P10660676A0000	TGFbeta	21803	66	73
P10660676A0000	cyclops (cyc)	110998	9	22
P10662550A0679	SOX8	30812	5	9
P10662550A0679	ATR	545	92	95
P10666222A0330	survivin	11799	34	42
P10666222A0330	survivin	11799	109	117
P10666238A1322	E2F-1	1869	131	136
P10666238A1322	E4-6/7	6929	63	69
P10666238A1322	E2F-1	1869	41	46
P10667597A0668	HZF16	7678	7	12
P10667597A0668	ZK7	7678	-1	2
P10668701A1311	APOE	348	23	27
P10669594A0000	gp63	89782	253	257
P10669633A0391	flt-1	2321	98	103
P10669736A0903	PTB	5725	130	133
P10669736A0903	CAT	847	34	37
P10669751T0000	c-jun	3725	95	100
P10671224A0254	CD95L	356	70	75
P10671519A0641	MAN1	23592	38	42
P10671519A0641	lamina-associated polypeptide 2	7112	178	209
P10671519A0641	emerin	2010	214	220
P10671520T0000	I-mfa domain-containing protein	29969	34	65
P10674395A0262	GnRH	2796	237	241
P10674395A0262	GnRH	2796	94	98
P10675331A0600	c-Src	6714	12	17
P10675331A0600	cortactin	2017	151	160
P10675331A0600	Stat3	6774	164	169
P10675331A0600	Shc	6464	80	83
P10675331A0600	Erk	5594	99	102
P10675610A0279	C-MYC	4609	124	129
P10679065A0711	MAPK-activated protein kinase-2	9261	39	70
P10679065A0711	MAPK-activated protein kinase-2	9261	139	170
P10679190A0693	mORF	54169	133	137
P10679922A1110	ING1	3621	70	74
P10681520A0525	Src	6714	37	40
P10681520A0525	GEF	9181	92	95
P10681520A0525	Ras-GRF1	5923	-1	7
P10681520A0525	Cdc42	998	133	138
P10681562A0263	PPARgamma	5468	143	152
P10681562A0263	PPARgamma	5468	14	23
P10681588A0899a	activating transcription factor (ATF)-4	79255	105	144
P10681588A0899a	CCAAT enhancer-binding protein beta	24253	149	184
P10681588A0899b	CCAAT enhancer-binding protein beta	24253	149	184
P10681588A0899b	activating transcription factor (ATF)-4	79255	105	144
P10682570A0453	SOD	6647	7	10
P10682570A0453	LPO	4025	-1	2
P10683072T0000	interleukin-2	3558	87	100
P10683244A1860	CFTR	1080	48	52
P10683989A0251	tau	4137	131	134
P10684069A0508	FIC	6354	34	37
P10684069A0508	MMIF	4282	28	32
P10684111A1411	p42	23552	100	103
P10684111A1411	p44	10561	87	90
P10684265T0000	hSMT3b	6613	147	153
P10684967A0000	NKX2.1	21869	-1	5
P10687855A1197	Zn-16	23036	84	89
P10688639A1310	p300	2033	99	103
P10688646A0535	alpha-globin	3040	100	112
P10688660A0992	CBP	1387	35	38
P10688661A0237	REST	5978	28	32
P10688661A0237	NRSF	5978	33	37
P10688666A1010	ASK1	4217	25	29
P10691972T0000	multidrug resistance protein 2	1244	55	85
P10691972T0000	multidrug resistance protein 3	5244	139	169
P10691972T0000	MRP2	1244	87	91
P10691972T0000	MRP3	5244	171	175
P10694189A0469	MIB	57534	13	16
P10694210A0385	H1R	3269	212	215
P10694210A0385	H1R	3269	24	27
P10694511A0570	mid1	4281	41	45
P10698516T0000	JNK	5599	85	88
P10698516T0000	Ste20-like kinase	9748	6	23
P10698937T0000	TIP30	10553	-1	4
P10698974A0951	STAG3	10734	81	86
P10698974A0951	STAG3	10734	24	29
P10699354A0557	P300	2033	22	26
P10699653A0967	tap	59087	79	82
P10702253A0357	HIF-1alpha	3091	180	190
P10702253A0357	HIF-1alpha	3091	82	92
P10702285A0855	GLUT4	6517	264	269
P10702285A0855	phosphatidylinositol 3-kinase	5295	63	92
P10702389A1148	RB2	5934	18	21
P10702389A1148	p130	5934	22	26
P10702794A1495	HePTP	5786	69	74
P10702794A1495	ERK2	5594	29	33
P10702794A1495	ERK2	5594	143	147
P10702794A1495	HePTP	5786	116	121
P10704283A0649a	IL-4	3565	177	181
P10704285A0536	AP-2alpha	7020	174	183
P10704285A0536	AP-2rep	11278	5	12
P10704285A0536	AP-2alpha	7020	117	126
P10704285A0536	AP-2alpha	7020	79	88
P10704338A0354	p24	10959	81	84
P10704338A0354	p24	10959	228	231
P10704410T0000	Mcm2-7	4171;4172;4173;4174;4175;4176	78	84
P10704410T0000	Clb	171425	-1	2
P10704499A0682	MEK	5609	189	192
P10704499A0682	PKC	112476	213	216
P10704499A0682	p59	352990	166	169
P10704499A0682	PKC	112476	181	184
P10704853T0000	Bozozok	30170	20	27
P10704853T0000	Dharma	30170	28	34
P10705380A0629	BMP-4	652	145	150
P10705783A0433	mL	21832	143	145
P10706475A0644	DSPP	1834	32	36
P10706475A0644	DPP	1834	61	64
P10706688A0376	AP-1	3726	35	39
P10706688A0376	NF-kappaB	4790	128	137
P10706736A1091	gp100	6490	152	157
P10706736A1091	gp100	6490	59	64
P10706736A1091	HLA-A	3105	129	134
P10706887A0281	ALK	238	39	42
P10706887A0281	ALK	238	137	140
P10706887A1457	ATIC	471	34	38
P10706887A1457	ATIC	471	61	65
P10706887A1457	ALK	238	66	69
P10708769A0433	Mif1	9709	3	7
P10710742T0000	leptin	3952	5	11
P10712599A0349	IRF-1	3659	18	23
P10713083A0170	TraM	23471	94	98
P10713083A0560	TraM	23471	71	75
P10713161A0985	ulp1	26168	44	48
P10713161A0985	Smt3	7341	106	110
P10713175A1399	p53	7157	152	155
P10713175A1399	Mdm2	4193	135	139
P10713175A1399	Mdm2	4193	53	57
P10713176A0422	p107	5933	229	233
P10713176A0422	Cyclin A	890	-1	7
P10713176A0422	p107	5933	117	121
P10713176A0422	p130	5934	127	131
P10713176A0885	INK4A	1029	154	159
P10713176A0885	cdk4	1019	116	120
P10713176A0885	p16	1029	150	153
P10713176A0885	cdk6	1021	126	130
P10713176A0885	Jun	3725	61	64
P10717612A0000	GM-CSF	1437	159	165
P10717612A0000	IL-2	3558	202	206
P10717612A0000	interleukin-2	3558	187	200
P10717612A0000	granulocyte-macrophage-colony stimulating factor	1437	109	157
P10720434A0291	cyclin B1	891	101	110
P10721698A1195	CSTB	1476	183	187
P10721698A1195	CSTB	1476	94	98
P10721704X0000	Elavl1	15568	154	160
P10721704X0000	Elavl1	15568	35	41
P10721714A1087	Sp1	6667	51	54
P10721714A1087	Sp1	6667	122	125
P10721717A0676	Fgd3	89846	-1	3
P10721717A0676	FGD1	2245	8	12
P10722661A0146	PHO80	854161	109	114
P10722737A1726	Sp1	6667	42	45
P10722737A1726	LTC(4)S	4056	176	183
P10722737A1726	Sp1	6667	133	136
P10724483A0540	SRP1	3836	51	55
P10725382A0398	SOS2	6655	129	133
P10725382A0398	sos2	6655	20	24
P10727247A0461	TEF-1	7003	110	115
P10727433A0560	AP1	3726	125	128
P10727433A0560	CSF-1	1435	55	60
P10727433A0560	CSF-1R	1436	19	25
P10727433A0560	activator protein 1	3726	130	149
P10727433A0560	uPA	5328	166	169
P10727433T0000	colony-stimulating factor	12981	120	145
P10727433T0000	CSF-1	12977	147	152
P10727511A0294	GLT-1	6506	73	78
P10729220A0000	IGF2	3481	18	22
P10729220A0000	H19	283120	65	68
P10729220A0000	insulin-like growth factor II	3481	30	59
P10729220A1569	H19	283120	76	79
P10729221A0798	Kv4	3746	54	57
P10733569A0364	HSF2	3298	140	144
P10733569A0364	HSF1	3297	21	25
P10733581A1391	TTF-1	7270	115	120
P10733591A0146	JNK	5599	141	144
P10733591A0146	c-jun N-terminal kinase	5599	116	139
P10733591A0146	p70(S6) kinase	309	97	111
P10733591A0533	Cdc42	998	23	28
P10733591A0533	Cdc42	998	110	115
P10734312A0503	Shc	6464	21	24
P10734312A0503	Shc	6464	82	85
P10734312A0503	Shc	6464	113	116
P10739671A0136	c-myb	4602	111	116
P10741850A0452	GCSh	2653	84	88
P10741850A0452	GCSl	1738	93	97
P10742114A0486	pudgy	13389	49	54
P10742114A0486	Dll3	13389	-1	3
P10742114A0486	pu	13389	56	58
P10744749A0315	MyoD	4654	143	147
P10744749A0315	Tax	6900	47	50
P10744749T0000	p300	2033	150	154
P10744749T0000	MyoD	4654	116	120
P10744749T0000	MyoD	4654	73	77
P10744974T0000	Cdc15p	851274	57	63
P10747099A0507	CAS	9564	125	128
P10747099A0507	c-CrkII	1398	134	141
P10747099A0507	Crk	1398	143	146
P10747099A0507	ERK	5594	31	34
P10747782A0390	Mbp1	5553	14	18
P10747879A0607	CCR5	1234	20	24
P10748113A0187	RIM2	9699	44	48
P10748113A0187	RIM1	22999	79	83
P10748125A0000	Inhibitor-1	5502	-1	10
P10748194T0000	PSD-95	1742	54	60
P10749145T0000	ERK1	5595	177	181
P10749849A0000	p53	7157	52	55
P10749849A0000	p21(WAF1/Cip1)	1026	175	189
P10749932A0000	Paxillin	5829	-1	7
P10750020A0843	Sp1	6667	70	73
P10752475A1376	CD20	12482	161	165
P10752475A1376	CD20	12482	148	152
P10752475A1376	Fc-receptor	109615	196	207
P10756100A0457	IB1	9479	45	48
P10756225A1464	IL-5	3567	157	161
P10757983A0733	Kruppel-like zinc finger protein	234362	152	184
P10757983A0733	ZBP-89	22661	194	200
P10758489A0206	Cdc2aAt	824036	72	79
P10758489A0206	Cdc2	824036	125	129
P10758489A0206	ICK2	824226	34	38
P10758489A0206	CDK	824036	103	106
P10760109A1050	IGF-1	3479	182	187
P10763827A1158	TGFbeta1	7040	104	112
P10764729A1846	betaV spectrin	51332	35	49
P10764802A1258	p57(Kip2	1028	246	254
P10764802A1258	p57(Kip2	1028	46	54
P10764802A1258	Cip	90523	83	86
P10765095A0308	PRL	5617	37	40
P10765095A0308	PRL	5617	234	237
P10767338T0000	ATP2C1	27032	47	53
P10767553A0100	Hex	3087	-1	2
P10767553A0100	Hepatocyte Nuclear Factor 3beta	3170	104	135
P10767553A0100	HNF3beta	3170	137	145
P10767553A0100	forkhead/winged helix transcription factor	93986	60	102
P10767560A0105	Pkr	19106	95	98
P10767560A0105	Pkr	19106	154	157
P10773351A0672	CD86	942	12	16
P10773351A0672	IFN-gamma	3458	62	71
P10773455A1268	ALAS2	11656	128	133
P10773455A1268	ALAS2	11656	314	319
P10773458A0000	SNAP-23	8773	-1	6
P10773667A0351	NHP6A	856165	70	75
P10775038A0142	Wee1	7465	27	31
P10775038A0142	Wee1	7465	110	114
P10775585A0754	P70	11749	25	28
P10777217A0536	p53	7157	76	79
P10777217A0536	PIG3	9540	164	168
P10777217A0536	PIG3	9540	42	46
P10777217A0536	p53	7157	3	6
P10777586A1022	ZBP-89	7707	90	96
P10777586A1022	Sp1	6667	65	68
P10777669A0582	ZNF274	10782	3	9
P10778740A1493	Cdk2	1017	14	18
P10779313A1842	GIRK	108702960	120	124
P10779329T0000	Slap	6503	-1	3
P10779329T0000	Src	6714	68	71
P10779329T0000	Src	6714	25	28
P10779352T0000	E2F3	1871	25	29
P10779508A0897	GRIP1	23426	40	45
P10781423A0993	thyroid transcription factor-1	7080	118	148
P10781423A0993	TTF-1	7080	150	155
P10781604A0827	Rsp5	23327	106	110
P10781604A0827	Rsp5	23327	122	126
P10781611A1023	LAT	16797	49	52
P10786671A0182	hTERT	7015	168	173
P10788320A1034	TPR	7175	25	28
P10788320A1034	snRNP	57819	162	167
P10788476A0891	Sec31A	22872	49	55
P10788476A0891	Sec13	6396	71	76
P10788480T0000	mitochondrial single-stranded DNA-binding protein	41968	13	62
P10790390X0000	E(var)3-93D	49228	126	137
P10790390X0000	mod(mdg4	49228	76	84
P10790390X0000	mod(mdg4	49228	101	109
P10791901A0609	MRP1	4363	113	117
P10791901A0609	MRP1	4363	67	71
P10792583A0000	ACTH	5443	124	128
P10793143A1533	Cdc6	990	124	128
P10793143A1533	Abf1	9242	67	71
P10794405A0000	histone H1	3005	69	79
P10798607A1359	LCC	727676	167	170
P10799501A1391	SPRK	6698	85	89
P10799501A1391	Cdc42	998	104	109
P10799595A1454	CDP	1523	18	21
P10799595A1454	YY1	7528	10	13
P10799879T0000	Lnk	10019	37	40
P10801330A1714	FAK	5747	153	156
P10801330A1714	Cas	9564	8	11
P10801482A0968	p65	5970	17	20
P10801809T0000	PHO5	852390	86	90
P10801809T0000	PHO8	852092	39	43
P10802669A1434	NBS	4683	90	93
P10805286A0233	PCI	5104	64	67
P10805286A0233	PCI	65051	168	171
P10805286A0914	PCI	65051	15	18
P10805286A0914	PCI	65051	141	144
P10805286A0914	PCI	65051	83	86
P10805729A0987	DDP1	1678	94	98
P10805737T0000	eIF5	1983	137	141
P10805737T0000	eIF5	1983	129	133
P10805737T0000	eIF2	8894	120	124
P10805737T0000	eIF5	1983	65	69
P10805738A0799	Gal4	16855	214	218
P10805738A0799	p38	26416	165	168
P10805738A0799	MyoD	17927	115	119
P10805738A0799	MyoD	17927	51	55
P10805738A0799	MyoD	17927	324	328
P10805738A0799	p38alpha	26416	414	422
P10805738A0799	p38	26416	28	31
P10805738A0799	MyoD	17927	219	223
P10805738A0799	MyoD	17927	308	312
P10805739A0343	eIF2B	8890	63	68
P10805739A0640	eIF2	1965	163	167
P10805739A0640	eIF2Bepsilon	8893	67	79
P10805747A0633	Hsl1p	853760	86	91
P10805747A0633	Kcc4p	850334	96	101
P10807903A0362	cAMP	820	213	217
P10809233A0606	H12	3006	71	74
P10809233A0606	H11	3024	121	124
P10810294A0730	GH	8836	30	32
P10810294A0730	IL-6	3569	37	41
P10811079A1277	SPP2	6694	6	10
P10811804A0000	extracellular signal-regulated kinase	5594	111	148
P10811804A0000	ERK	5594	150	153
P10811804A0000	MKP-3	1848	53	58
P10811804A0000	Mitogen-activated protein (MAP) kinase phosphatase-3	1848	-1	51
P10811804A0800	Elk-1	2002	99	104
P10811804A0800	p90(rsk)	6195	109	117
P10811804A0800	ERK	5594	126	129
P10811804A0800	MKP-3	1848	154	159
P10812294X0000	SBF	7702	33	36
P10812294X0000	SBF	7702	89	92
P10815410A0000	IL-1	3552	124	128
P10815410A0000	IL-6	3569	130	134
P10815410A0000	TNF	7124	139	142
P10817754T0000	H19	283120	122	125
P10817754T0000	Igf2	3481	7	11
P10817754T0000	H19	283120	-1	2
P10819327T0000	KIF3A	16568	80	85
P10819327T0000	KAP3	16579	91	95
P10823837A1213	Mcd4p	23556	192	197
P10823837A1213	Gpi7p	54872	202	207
P10823961A0664	TRBP	6896	17	21
P10823961A0664	CBP/	1387	31	35
P10823961A0664	p300	2033	35	39
P10823961A0664	TRBP	6896	115	119
P10823961A0664	DRIP130	9439	44	51
P10824485A0393	CD4	920	66	69
P10825200T0000	Jak3	3718	101	105
P10825200T0000	Syk	6850	124	127
P10825200T0000	interleukin-2	3558	40	53
P10825200T0000	Lck	3932	132	135
P10825200T0000	IL-2	3558	55	59
P10825200T0000	IL-2	3558	152	156
P10825200T0000	syk	6850	86	89
P10825293T0000	N-cadherin	1000	21	31
P10825294A0473	BSP	3381	88	91
P10826946A1198	gp120	3700	78	83
P10826946A1198	gp120	3700	105	110
P10827952A0158	TAFII250	6872	22	30
P10828022A0877	Endostatin	80781	-1	9
P10828022A0877	Shb	6461	83	86
P10828591A0080	uteroglobin	7356	156	167
P10831972A0744	CD23	2208	16	20
P10831972A1091	CD23	2208	69	73
P10833461A0603	UGT2B7	7364	95	101
P10837126A1004	pMesogenin1	343930	28	39
P10839547A0978	CTCF	10664	26	30
P10840001A0188	Mucin	100508689	-1	4
P10841537A0669	RPB5	5434	36	40
P10843716A0406	tryptase	100049001	46	54
P10843716A0406	mastin	448801	83	89
P10843716A0406	tryptase	100049001	3	11
P10848993A0000	methylmalonyl-CoA mutase	9435131	41	65
P10850329A0248	IL-2	3558	-1	3
P10850453A0713	TGF-beta1	7040	101	110
P10850453A0713	Raf-1	5894	61	66
P10850453A0713	TGF-beta1	7040	131	140
P10850453A0713	Pr1	140738	118	121
P10850453A1292	TGF-beta1	7040	147	156
P10851267A0000	E2F -1	1869	-1	5
P10852485A0477	CS	1431	15	17
P10852485A0477	CS	1431	81	83
P10854004A0788	ERT	1999	45	48
P10854004A0788	angiotensin II	183	94	108
P10854699A0424	FGF-AS	11162	49	55
P10854699A0424	FGF-AS	11162	136	142
P10854699A0424	FGF-AS	11162	5	11
P10855690A0870	hPL-B	151056	69	74
P10855690A0870	NF-IL-6	1051	90	97
P10855796A1160	EphA8	2046	78	83
P10856298A0798	FPGS	100689022	51	55
P10857751A0304	Mharp	54380	32	37
P10857751A0304	Smarcal1	54380	38	46
P10860827A0399	CSX1	1482	116	120
P10860846A0480	HGF	3082	196	199
P10860846A0480	AP2	7020	160	163
P10860846A0480	AP2	7020	124	127
P10860846A0480	AP2	7020	53	56
P10861080A0433	IkappaBalpha	4792	42	54
P10861080A0433	TNF-alpha	7124	90	99
P10861080A0433	IkappaBalpha	4792	28	40
P10861086A0259	C-terminal Src kinase	12988	92	113
P10861086A0259	Csk	12988	180	183
P10861086A0259	Csk	12988	115	118
P10861086A0904	Src	6714	39	42
P10861906A1479	CCL1	6346	106	110
P10861909A0502	LEU 2	850342	89	94
P10864989A0484	FIP	7392	149	152
P10864989A0484	PAIP	11168	32	36
P10865838A0000	VEGF	7422	35	39
P10865838A0000	Vascular endothelial growth factor	7422	-1	33
P10865940A0000	NF-kappaB	4790	159	168
P10866689A0295	tal-1	6886	225	230
P10866689A0295	pRb	5925	6	9
P10866689A0295	pRb	5925	113	116
P10866689A0295	tal-1	6886	93	98
P10866689A0295	tal-1	6886	158	163
P10866689A0295	Ldb1	8861	192	196
P10866689A0295	Lmo2	4005	168	172
P10866689A0295	tal-1	6886	177	182
P10866689A0295	Lmo2	4005	187	191
P10870043A0621	GnRH	2796	25	29
P10871045A1221	C/EBPbeta	1051	139	148
P10871045A1221	C/EBPbeta	1051	117	126
P10871045A1221	C/EBP	1050	171	176
